"预测结果","真实结果"
13035839.123011013,1695266
13035839.123011013,49631090
13035839.123011013,79787
13035839.123011013,6458175
13035839.123011013,2167363
13035839.123011013,4112746
13035839.123011013,31074960
13035839.123011013,5028813
13035839.123011013,12934357
13035839.123011013,0
13035839.123011013,1832075
13035839.123011013,55532110
13035839.123011013,82449
13035839.123011013,940720
13035839.123011013,0
13035839.123011013,36393552
13035839.123011013,429812335
13035839.123011013,357882
13035839.123011013,0
13035839.123011013,9029571
13035839.123011013,2472628
13035839.123011013,0
13035839.123011013,3137441
13035839.123011013,0
13035839.123011013,3889611
13035839.123011013,0
13035839.123011013,42182417
13035839.123011013,9435533
13035839.123011013,22232168
13035839.123011013,5443673
13035839.123011013,990328
13035839.123011013,1188330
13035839.123011013,10215311
13035839.123011013,3899558
13035839.123011013,0
13035839.123011013,0
13035839.123011013,0
13035839.123011013,266520
13035839.123011013,434178
13035839.123011013,0
13035839.123011013,0
13035839.123011013,0
13035839.123011013,3442411
13035839.123011013,13198324
13035839.123011013,789768
13035839.123011013,35812505
13035839.123011013,0
13035839.123011013,0
13035839.123011013,486164
13035839.123011013,4915913
13035839.123011013,4584760
13035839.123011013,8614380
13035839.123011013,0
13035839.123011013,706349
13035839.123011013,6037767
13035839.123011013,0
13035839.123011013,5612294
13035839.123011013,3381986
13035839.123011013,0
13035839.123011013,8132521
13035839.123011013,5207535
13035839.123011013,634183
13035839.123011013,0
13035839.123011013,33773818
13035839.123011013,952218
13035839.123011013,31525911
13035839.123011013,0
13035839.123011013,43115948
13035839.123011013,239661
13035839.123011013,532609
13035839.123011013,0
13035839.123011013,13042372
13035839.123011013,0
13035839.123011013,606147
13035839.123011013,28
13035839.123011013,15515998
13035839.123011013,36376184
13035839.123011013,16127401
13035839.123011013,0
13035839.123011013,0
13035839.123011013,0
13035839.123011013,7191567
13035839.123011013,9798235
13035839.123011013,0
13035839.123011013,25961
13035839.123011013,0
13035839.123011013,95556111
13035839.123011013,21132515
13035839.123011013,242780
13035839.123011013,321554
13035839.123011013,66838
13035839.123011013,0
13035839.123011013,180538
13035839.123011013,13045862
13035839.123011013,0
13035839.123011013,0
13035839.123011013,44017842
13035839.123011013,5016923
13035839.123011013,0
13035839.123011013,4619618
13035839.123011013,0
13035839.123011013,8107990
13035839.123011013,74453
13035839.123011013,17829106
13035839.123011013,1949581
13035839.123011013,56742247
13035839.123011013,0
13035839.123011013,7896050
13035839.123011013,1381806
13035839.123011013,27054056
13035839.123011013,14483727
13035839.123011013,66372594
13035839.123011013,114274
13035839.123011013,0
13035839.123011013,746062
13035839.123011013,27814191
13035839.123011013,0
13035839.123011013,0
13035839.123011013,17841243
13035839.123011013,36236717
13035839.123011013,5026600
13035839.123011013,19122122
13035839.123011013,8003082
13035839.123011013,2379662
13035839.123011013,3351618
13035839.123011013,19043832
13035839.123011013,0
13035839.123011013,9607303
13035839.123011013,508286
13035839.123011013,6688896
13035839.123011013,920058
13035839.123011013,8932727
13035839.123011013,23444837
13035839.123011013,490710
13035839.123011013,38424198
13035839.123011013,0
13035839.123011013,5328440
13035839.123011013,13516160
13035839.123011013,331829
13035839.123011013,26541054
13035839.123011013,0
13035839.123011013,3411087
13035839.123011013,12722416
13035839.123011013,119407672
13035839.123011013,19160936
13035839.123011013,79288737
13035839.123011013,93107
13035839.123011013,46412724
13035839.123011013,58802783
13035839.123011013,26225314
13035839.123011013,39052848
13035839.123011013,15530833
13035839.123011013,5111246
13035839.123011013,14108746
13035839.123011013,8370255
13035839.123011013,3865507
13035839.123011013,34400438
13035839.123011013,7571514
13035839.123011013,25476004
13035839.123011013,17614832
13035839.123011013,34878582
13035839.123011013,5758834
13035839.123011013,67787905
13035839.123011013,11891775
13035839.123011013,0
13035839.123011013,0
13035839.123011013,18694770
13035839.123011013,289465
13035839.123011013,3706923
13035839.123011013,0
13035839.123011013,4323957
13035839.123011013,148702
13035839.123011013,1218147
13035839.123011013,0
13035839.123011013,2675190
13035839.123011013,334325
13035839.123011013,126
13035839.123011013,963632
13035839.123011013,129928622
13035839.123011013,710940
13035839.123011013,1948453
13035839.123011013,167929
13035839.123011013,10407
13035839.123011013,0
13035839.123011013,411519346
13035839.123011013,0
13035839.123011013,70655889
13035839.123011013,4787499
13035839.123011013,806977
13035839.123011013,0
13035839.123011013,661383
13035839.123011013,87245779
13035839.123011013,17344995
13035839.123011013,7643174
13035839.123011013,4942855
13035839.123011013,0
13035839.123011013,446922
13035839.123011013,48605854
13035839.123011013,257675
13035839.123011013,7896006
13035839.123011013,251544
13035839.123011013,475502
13035839.123011013,2477
13035839.123011013,5694323
13035839.123011013,9336343
13035839.123011013,0
13035839.123011013,344123
13035839.123011013,288035
13035839.123011013,1730975
13035839.123011013,0
13035839.123011013,2177063
13035839.123011013,0
13035839.123011013,3353972
13035839.123011013,4364545
13035839.123011013,1790354
13035839.123011013,37272190
13035839.123011013,21864873
13035839.123011013,4294842
13035839.123011013,42705895
13035839.123011013,525114
13035839.123011013,0
13035839.123011013,0
13035839.123011013,8840343
13035839.123011013,1097229
13035839.123011013,0
13035839.123011013,24150744
13035839.123011013,6921514
13035839.123011013,11713548
13035839.123011013,26144
13035839.123011013,723262
13035839.123011013,0
13035839.123011013,6245798
13035839.123011013,0
13035839.123011013,13846497
13035839.123011013,0
13035839.123011013,0
13035839.123011013,980421
13035839.123011013,841476
13035839.123011013,0
13035839.123011013,218235
13035839.123011013,0
13035839.123011013,269816302
13035839.123011013,497084
13035839.123011013,13153667
13035839.123011013,8546879
13035839.123011013,1325123
13035839.123011013,5216243
13035839.123011013,933477
13035839.123011013,406158
13035839.123011013,18900711
13035839.123011013,8774
13035839.123011013,4051864
13035839.123011013,2566041
13035839.123011013,0
13035839.123011013,0
13035839.123011013,204968600
13035839.123011013,1465866
13035839.123011013,7238520
13035839.123011013,25926985
13035839.123011013,11758849
13035839.123011013,6298761
13035839.123011013,42662782
13035839.123011013,75294350
13035839.123011013,6493279
13035839.123011013,15141077
13035839.123011013,72156
13035839.123011013,28162
13035839.123011013,0
13035839.123011013,0
13035839.123011013,5957
13035839.123011013,11541685
13035839.123011013,4818114
13035839.123011013,18770137
13035839.123011013,13853723
13035839.123011013,327824
13035839.123011013,3131768
13035839.123011013,0
13035839.123011013,6001877
13035839.123011013,0
13035839.123011013,564168
13035839.123011013,0
13035839.123011013,17142996
13035839.123011013,12564718
13035839.123011013,0
13035839.123011013,25693
13035839.123011013,1000278
13035839.123011013,45101
13035839.123011013,0
13035839.123011013,37978243
13035839.123011013,1327967
13035839.123011013,10961343
13035839.123011013,0
13035839.123011013,1251102
13035839.123011013,0
13035839.123011013,0
13035839.123011013,11802718
13035839.123011013,94279773
13035839.123011013,0
13035839.123011013,1240640
13035839.123011013,0
13035839.123011013,0
13035839.123011013,50411704
13035839.123011013,30339469
13035839.123011013,9809
13035839.123011013,1419250
13035839.123011013,0
13035839.123011013,28696198
13035839.123011013,10804012
13035839.123011013,2960096
13035839.123011013,0
13035839.123011013,369418
13035839.123011013,0
13035839.123011013,9679379
13035839.123011013,15415520
13035839.123011013,2250347
13035839.123011013,4445672
13035839.123011013,5503907
13035839.123011013,68954500
13035839.123011013,0
13035839.123011013,99003051
13035839.123011013,4234269
13035839.123011013,0
13035839.123011013,29197
13035839.123011013,0
13035839.123011013,33220366
13035839.123011013,11552946
13035839.123011013,20814598
13035839.123011013,0
13035839.123011013,3440299
13035839.123011013,0
13035839.123011013,28817896
13035839.123011013,3449351
13035839.123011013,16837590
13035839.123011013,158177
13035839.123011013,17993983
13035839.123011013,56022
13035839.123011013,12572840
13035839.123011013,12282684
13035839.123011013,24027048
13035839.123011013,0
13035839.123011013,0
13035839.123011013,8821733
13035839.123011013,1155818
13035839.123011013,5989295
13035839.123011013,0
13035839.123011013,635332
13035839.123011013,2817452
13035839.123011013,10892952
13035839.123011013,0
13035839.123011013,0
13035839.123011013,0
13035839.123011013,0
13035839.123011013,67946
13035839.123011013,84623293
13035839.123011013,16798394
13035839.123011013,2238955
13035839.123011013,17990290
13035839.123011013,0
13035839.123011013,2125956
13035839.123011013,0
13035839.123011013,0
13035839.123011013,26326150
13035839.123011013,5854537
13035839.123011013,0
13035839.123011013,1181807
13035839.123011013,3043655
13035839.123011013,4573272
13035839.123011013,34209662
13035839.123011013,621669
13035839.123011013,2937561
13035839.123011013,3320157
13035839.123011013,7901474
13035839.123011013,7176845
13035839.123011013,6435374
13035839.123011013,34161701
13035839.123011013,2315054
13035839.123011013,376787
13035839.123011013,7061339
13035839.123011013,0
13035839.123011013,0
13035839.123011013,7310121
13035839.123011013,37723800
13035839.123011013,59812460
13035839.123011013,2824314
13035839.123011013,18283276
13035839.123011013,37207083
13035839.123011013,55500191
13035839.123011013,68908
13035839.123011013,11062484
13035839.123011013,0
13035839.123011013,1845842
13035839.123011013,0
13035839.123011013,9061582
13035839.123011013,8132418
13035839.123011013,5009104
13035839.123011013,143177
13035839.123011013,15511766
13035839.123011013,3417311
13035839.123011013,54915292
13035839.123011013,0
13035839.123011013,193557
13035839.123011013,0
13035839.123011013,13721596
13035839.123011013,34036914
13035839.123011013,33127620
13035839.123011013,7435159
13035839.123011013,42910409
13035839.123011013,1272369
13035839.123011013,8407838
13035839.123011013,5122199
13035839.123011013,19944407
13035839.123011013,0
13035839.123011013,2488871
13035839.123011013,1808802
13035839.123011013,11928034
13035839.123011013,17025219
13035839.123011013,19488
13035839.123011013,233226
13035839.123011013,37208
13035839.123011013,324850
13035839.123011013,5086881
13035839.123011013,13804817
13035839.123011013,8595336
13035839.123011013,0
13035839.123011013,0
13035839.123011013,14752913
13035839.123011013,4335798
13035839.123011013,22173907
13035839.123011013,60290111
13035839.123011013,0
13035839.123011013,2167263
13035839.123011013,57786976
13035839.123011013,0
13035839.123011013,33922466
13035839.123011013,49517
13035839.123011013,1116984
13035839.123011013,9074734
13035839.123011013,0
13035839.123011013,13102
13035839.123011013,3088087
13035839.123011013,3428220
13035839.123011013,2776100
13035839.123011013,24241654
13035839.123011013,1180974
13035839.123011013,1647661
13035839.123011013,67293
13035839.123011013,2366686
13035839.123011013,8060624
13035839.123011013,0
13035839.123011013,36767742
13035839.123011013,6774326
13035839.123011013,21091032
13035839.123011013,220884
13035839.123011013,878273
13035839.123011013,7098769
13035839.123011013,103543
13035839.123011013,14971482
13035839.123011013,9342385
13035839.123011013,0
13035839.123011013,17023936
13035839.123011013,0
13035839.123011013,14047485
13035839.123011013,18818234
13035839.123011013,0
13035839.123011013,616241
13035839.123011013,23988995
13035839.123011013,28557548
13035839.123011013,1859948
13035839.123011013,22194056
13035839.123011013,4481667
13035839.123011013,9182558
13035839.123011013,7020414
13035839.123011013,0
13035839.123011013,561199
13035839.123011013,6712637
13035839.123011013,13684175
13035839.123011013,27514392
13035839.123011013,14879511
13035839.123011013,7572696
13035839.123011013,0
13035839.123011013,0
13035839.123011013,0
13035839.123011013,159846
13035839.123011013,20410
13035839.123011013,18345604
13035839.123011013,2304090
13035839.123011013,0
13035839.123011013,20288734
13035839.123011013,24519317
13035839.123011013,0
13035839.123011013,1130516
13035839.123011013,1902215
13035839.123011013,5758674
13035839.123011013,76190081
13035839.123011013,7688084
13035839.123011013,0
13035839.123011013,3355061
13035839.123011013,6428932
13035839.123011013,3482848
13035839.123011013,32130772
13035839.123011013,18519534
13035839.123011013,23190302
13035839.123011013,10044773
13035839.123011013,23174867
13035839.123011013,1468374
13035839.123011013,26410754
13035839.123011013,0
13035839.123011013,6290556
13035839.123011013,8078
13035839.123011013,1256954
13035839.123011013,2200455
13035839.123011013,23224012
13035839.123011013,12354380
13035839.123011013,0
13035839.123011013,20760510
13035839.123011013,0
13035839.123011013,39047
13035839.123011013,391775
13035839.123011013,11668406
13035839.123011013,2720900
13035839.123011013,7967845
13035839.123011013,5156993
13035839.123011013,737439
13035839.123011013,6142866
13035839.123011013,1860375
13035839.123011013,15814985
13035839.123011013,432038
13035839.123011013,8268367
13035839.123011013,2652582
13035839.123011013,2557600
13035839.123011013,13147767
13035839.123011013,0
13035839.123011013,0
13035839.123011013,4287942
13035839.123011013,26145077
13035839.123011013,7536264
13035839.123011013,4516530
13035839.123011013,226542
13035839.123011013,0
13035839.123011013,1277770
13035839.123011013,60034
13035839.123011013,7567666
13035839.123011013,0
13035839.123011013,43404738
13035839.123011013,38128256
13035839.123011013,8929991
13035839.123011013,7664834
13035839.123011013,943922
13035839.123011013,4909411
13035839.123011013,49814103
13035839.123011013,252672
13035839.123011013,0
13035839.123011013,11409
13035839.123011013,7303469
13035839.123011013,6182679
13035839.123011013,16051313
13035839.123011013,0
13035839.123011013,49276
13035839.123011013,2747110
13035839.123011013,0
13035839.123011013,13892232
13035839.123011013,146819
13035839.123011013,45285134
13035839.123011013,0
13035839.123011013,1931268
13035839.123011013,35962056
13035839.123011013,2322704
13035839.123011013,50003002
13035839.123011013,11413
13035839.123011013,7656346
13035839.123011013,1464561
13035839.123011013,502780
13035839.123011013,2806164
13035839.123011013,10778981
13035839.123011013,2260256
13035839.123011013,25191279
13035839.123011013,70335514
13035839.123011013,12566
13035839.123011013,7363685
13035839.123011013,5501201
13035839.123011013,25506768
13035839.123011013,0
13035839.123011013,0
13035839.123011013,4164591
13035839.123011013,1132977
13035839.123011013,35782475
13035839.123011013,3601369
13035839.123011013,0
13035839.123011013,0
13035839.123011013,7552
13035839.123011013,35416851
13035839.123011013,0
13035839.123011013,1137355
13035839.123011013,31274551
13035839.123011013,1324756
13035839.123011013,957183
13035839.123011013,1075373
13035839.123011013,0
13035839.123011013,364254
13035839.123011013,0
13035839.123011013,8766652
13035839.123011013,2719513
13035839.123011013,8759757
13035839.123011013,25341978
13035839.123011013,0
13035839.123011013,7422383
13035839.123011013,106620967
13035839.123011013,25714976
13035839.123011013,2999438
13035839.123011013,0
13035839.123011013,15115952
13035839.123011013,12266127
13035839.123011013,35625186
13035839.123011013,5236372
13035839.123011013,0
13035839.123011013,4709387
13035839.123011013,2318927
13035839.123011013,0
13035839.123011013,14232473
13035839.123011013,1584249
13035839.123011013,23887778
13035839.123011013,9362868
13035839.123011013,0
13035839.123011013,98582142
13035839.123011013,21104820
13035839.123011013,32351893
13035839.123011013,0
13035839.123011013,989307
13035839.123011013,1165472
13035839.123011013,43366302
13035839.123011013,0
13035839.123011013,0
13035839.123011013,15032608
13035839.123011013,10158851
13035839.123011013,0
13035839.123011013,13653316
13035839.123011013,4522880
13035839.123011013,9514049
13035839.123011013,0
13035839.123011013,36298365
13035839.123011013,4105979
13035839.123011013,0
13035839.123011013,4442344
13035839.123011013,2928134
13035839.123011013,36340937
13035839.123011013,545892
13035839.123011013,5543133
13035839.123011013,11803471
13035839.123011013,22506705
13035839.123011013,2924350
13035839.123011013,3754980
13035839.123011013,39181448
13035839.123011013,26932666
13035839.123011013,3283660
13035839.123011013,2288631
13035839.123011013,8805906
13035839.123011013,2537086
13035839.123011013,19830648
13035839.123011013,0
13035839.123011013,14837622
13035839.123011013,12193428
13035839.123011013,4099590
13035839.123011013,0
13035839.123011013,3111547
13035839.123011013,12269348
13035839.123011013,148670
13035839.123011013,1430552
13035839.123011013,23893990
13035839.123011013,2211400
13035839.123011013,7878385
13035839.123011013,0
13035839.123011013,0
13035839.123011013,0
13035839.123011013,103580
13035839.123011013,0
13035839.123011013,13781809
13035839.123011013,3477509
13035839.123011013,0
13035839.123011013,1953463
13035839.123011013,0
13035839.123011013,61784563
13035839.123011013,5716286
13035839.123011013,0
13035839.123011013,80591543
13035839.123011013,154112
13035839.123011013,2081475
13035839.123011013,0
13035839.123011013,240185
13035839.123011013,628459
13035839.123011013,0
13035839.123011013,34153851
13035839.123011013,146819
13035839.123011013,13450246
13035839.123011013,4117354
13035839.123011013,0
13035839.123011013,799277
13035839.123011013,13157497
13035839.123011013,2005627
13035839.123011013,22877192
13035839.123011013,1174314
13035839.123011013,22559360
13035839.123011013,8588101
13035839.123011013,66854019
13035839.123011013,53969178
13035839.123011013,0
13035839.123011013,221840
13035839.123011013,6188864
13035839.123011013,37275542
13035839.123011013,560457
13035839.123011013,0
13035839.123011013,0
13035839.123011013,155311
13035839.123011013,0
13035839.123011013,4157247
13035839.123011013,4194511
13035839.123011013,3050552
13035839.123011013,0
13035839.123011013,2115826
13035839.123011013,0
13035839.123011013,16330733
13035839.123011013,3125194
13035839.123011013,1736150
13035839.123011013,2514653
13035839.123011013,48284644
13035839.123011013,0
13035839.123011013,5205426
13035839.123011013,0
13035839.123011013,18188273
13035839.123011013,0
13035839.123011013,2600658
13035839.123011013,8498665
13035839.123011013,62958847
13035839.123011013,7511124
13035839.123011013,12356533
13035839.123011013,1140527
13035839.123011013,2663636
13035839.123011013,0
13035839.123011013,2351792
13035839.123011013,27283
13035839.123011013,0
13035839.123011013,0
13035839.123011013,2060712
13035839.123011013,1722502
13035839.123011013,982318
13035839.123011013,25125949
13035839.123011013,0
13035839.123011013,4121160
13035839.123011013,24495760
13035839.123011013,6902942
13035839.123011013,35686619
13035839.123011013,2792211
13035839.123011013,101925996
13035839.123011013,12232
13035839.123011013,6404156
13035839.123011013,287130
13035839.123011013,2457072
13035839.123011013,0
13035839.123011013,2042310
13035839.123011013,47342328
13035839.123011013,3778077
13035839.123011013,17109060
13035839.123011013,17724733
13035839.123011013,10204560
13035839.123011013,0
13035839.123011013,3493668
13035839.123011013,221830
13035839.123011013,0
13035839.123011013,0
13035839.123011013,4653414
13035839.123011013,2064664
13035839.123011013,5143361
13035839.123011013,0
13035839.123011013,786074
13035839.123011013,0
13035839.123011013,0
13035839.123011013,65978272
13035839.123011013,984314
13035839.123011013,0
13035839.123011013,7175027
13035839.123011013,0
13035839.123011013,0
13035839.123011013,73675
13035839.123011013,0
13035839.123011013,5767079
13035839.123011013,7914471
13035839.123011013,2711827
13035839.123011013,0
13035839.123011013,17516257
13035839.123011013,5022702
13035839.123011013,37939531
13035839.123011013,6750794
13035839.123011013,106496306
13035839.123011013,3109057
13035839.123011013,72071211
13035839.123011013,19739313
13035839.123011013,44029848
13035839.123011013,18067154
13035839.123011013,26032230
13035839.123011013,0
13035839.123011013,0
13035839.123011013,2854754
13035839.123011013,3390
13035839.123011013,46015127
13035839.123011013,0
13035839.123011013,471735
13035839.123011013,13876106
13035839.123011013,0
13035839.123011013,0
13035839.123011013,11556694
13035839.123011013,0
13035839.123011013,33033652
13035839.123011013,8745335
13035839.123011013,0
13035839.123011013,0
13035839.123011013,21710373
13035839.123011013,30762157
13035839.123011013,76283120
13035839.123011013,173534
13035839.123011013,9367374
13035839.123011013,10353172
13035839.123011013,584248
13035839.123011013,0
13035839.123011013,0
13035839.123011013,19920701
13035839.123011013,39103147
13035839.123011013,19271940
13035839.123011013,93202
13035839.123011013,707970
13035839.123011013,0
13035839.123011013,87869559
13035839.123011013,1944510
13035839.123011013,4106296
13035839.123011013,3865761
13035839.123011013,23072400
13035839.123011013,416723
13035839.123011013,16871
13035839.123011013,39241028
13035839.123011013,0
13035839.123011013,45985148
13035839.123011013,15913936
13035839.123011013,118638
13035839.123011013,1391584
13035839.123011013,7565555
13035839.123011013,2182782
13035839.123011013,1302
13035839.123011013,0
13035839.123011013,0
13035839.123011013,0
13035839.123011013,35895610
13035839.123011013,20589814
13035839.123011013,20292640
13035839.123011013,3289944
13035839.123011013,1624592
13035839.123011013,26632132
13035839.123011013,30273519
13035839.123011013,799812
13035839.123011013,419188
13035839.123011013,2217778
13035839.123011013,34921770
13035839.123011013,1181
13035839.123011013,0
13035839.123011013,668009
13035839.123011013,1371088
13035839.123011013,64451342
13035839.123011013,526510
13035839.123011013,14576652
13035839.123011013,51041664
13035839.123011013,14060842
13035839.123011013,0
13035839.123011013,328745
13035839.123011013,0
13035839.123011013,8879849
13035839.123011013,19661802
13035839.123011013,45153733
13035839.123011013,3945716
13035839.123011013,0
13035839.123011013,19768499
13035839.123011013,7594987
13035839.123011013,24189681
13035839.123011013,3191067
13035839.123011013,0
13035839.123011013,22865283
13035839.123011013,2682318
13035839.123011013,2849393
13035839.123011013,0
13035839.123011013,109396
13035839.123011013,657568
13035839.123011013,0
13035839.123011013,49604265
13035839.123011013,1897496
13035839.123011013,2706984
13035839.123011013,10459888
13035839.123011013,40012589
13035839.123011013,13712475
13035839.123011013,2463758
13035839.123011013,293962
13035839.123011013,5989862
13035839.123011013,258837
13035839.123011013,148183647
13035839.123011013,36647003
13035839.123011013,431660
13035839.123011013,41650735
13035839.123011013,2374739
13035839.123011013,584682
13035839.123011013,43774
13035839.123011013,7002327
13035839.123011013,6076544
13035839.123011013,0
13035839.123011013,3795141
13035839.123011013,0
13035839.123011013,3406264
13035839.123011013,0
13035839.123011013,0
13035839.123011013,728875
13035839.123011013,6952634
13035839.123011013,9758609
13035839.123011013,2462041
13035839.123011013,7829323
13035839.123011013,42266615
13035839.123011013,41517082
13035839.123011013,2072044
13035839.123011013,53331
13035839.123011013,0
13035839.123011013,2878910
13035839.123011013,6807412
13035839.123011013,0
13035839.123011013,0
13035839.123011013,51437268
13035839.123011013,7743157
13035839.123011013,991212
13035839.123011013,0
13035839.123011013,22064720
13035839.123011013,12231524
13035839.123011013,141523
13035839.123011013,23182683
13035839.123011013,14107719
13035839.123011013,0
13035839.123011013,14013
13035839.123011013,2433633
13035839.123011013,0
13035839.123011013,6718330
13035839.123011013,11852606
13035839.123011013,2388152
13035839.123011013,16743391
13035839.123011013,0
13035839.123011013,0
13035839.123011013,2702835
13035839.123011013,4803224
13035839.123011013,2541130
13035839.123011013,17580706
13035839.123011013,860561
13035839.123011013,37956936
13035839.123011013,0
13035839.123011013,2209671
13035839.123011013,662643
13035839.123011013,4047721
13035839.123011013,0
13035839.123011013,136047950
13035839.123011013,0
13035839.123011013,0
13035839.123011013,0
13035839.123011013,82669792
13035839.123011013,20352807
13035839.123011013,0
13035839.123011013,1092706
13035839.123011013,0
13035839.123011013,6217094
13035839.123011013,0
13035839.123011013,0
13035839.123011013,5028
13035839.123011013,231607
13035839.123011013,0
13035839.123011013,25005
13035839.123011013,29966882
13035839.123011013,13292182
13035839.123011013,0
13035839.123011013,76054825
13035839.123011013,836
13035839.123011013,709130
13035839.123011013,249897
13035839.123011013,1249143
13035839.123011013,52706553
13035839.123011013,2608161
13035839.123011013,71038273
13035839.123011013,31906566
13035839.123011013,9728363
13035839.123011013,23505708
13035839.123011013,1688830
13035839.123011013,25846835
13035839.123011013,0
13035839.123011013,0
13035839.123011013,0
13035839.123011013,2476831
13035839.123011013,4494189
13035839.123011013,0
13035839.123011013,0
13035839.123011013,1799830
13035839.123011013,5165087
13035839.123011013,8955975
13035839.123011013,0
13035839.123011013,23299368
13035839.123011013,2822322
13035839.123011013,0
13035839.123011013,0
13035839.123011013,0
13035839.123011013,139379
13035839.123011013,886660
13035839.123011013,132349496
13035839.123011013,1795436
13035839.123011013,31564645
13035839.123011013,2955633
13035839.123011013,0
13035839.123011013,146132554
13035839.123011013,31161585
13035839.123011013,0
13035839.123011013,10687464
13035839.123011013,23129168
13035839.123011013,28139899
13035839.123011013,2151108
13035839.123011013,9275212
13035839.123011013,0
13035839.123011013,582112
13035839.123011013,40548227
13035839.123011013,0
13035839.123011013,20718203
13035839.123011013,8257513
13035839.123011013,25503201
13035839.123011013,0
13035839.123011013,4503884
13035839.123011013,3323882
13035839.123011013,623658
13035839.123011013,0
13035839.123011013,5065100
13035839.123011013,51016587
13035839.123011013,894347
13035839.123011013,0
13035839.123011013,2163450
13035839.123011013,1546692
13035839.123011013,51607802
13035839.123011013,0
13035839.123011013,0
13035839.123011013,0
13035839.123011013,12755270
13035839.123011013,1246862
13035839.123011013,0
13035839.123011013,640531
13035839.123011013,69969912
13035839.123011013,23575107
13035839.123011013,2092813
13035839.123011013,0
13035839.123011013,2151809
13035839.123011013,873308
13035839.123011013,0
13035839.123011013,18051993
13035839.123011013,25856
13035839.123011013,0
13035839.123011013,2107657
13035839.123011013,0
13035839.123011013,811069
13035839.123011013,7781020
13035839.123011013,1920865
13035839.123011013,31003374
13035839.123011013,24723974
13035839.123011013,0
13035839.123011013,3821292
13035839.123011013,5770911
13035839.123011013,1474665
13035839.123011013,10614446
13035839.123011013,11093273
13035839.123011013,10754961
13035839.123011013,4073501
13035839.123011013,0
13035839.123011013,4963688
13035839.123011013,0
13035839.123011013,0
13035839.123011013,3555664
13035839.123011013,0
13035839.123011013,0
13035839.123011013,2359673
13035839.123011013,509076
13035839.123011013,12092593
13035839.123011013,0
13035839.123011013,0
13035839.123011013,0
13035839.123011013,4555837
13035839.123011013,2095811
13035839.123011013,58011364
13035839.123011013,37274878
13035839.123011013,214530
13035839.123011013,6509526
13035839.123011013,2301866
13035839.123011013,580286
13035839.123011013,26254
13035839.123011013,1256496
